CustomerID,Recency,Frequency,Monetary,Cluster
6583,371,2,29.33,Inactive Customers
6584,520,1,13.77,Inactive Customers
6585,519,1,82.02,Inactive Customers
6586,479,2,24.98,Inactive Customers
6587,520,1,27.13,Inactive Customers
6588,115,3,83.81,Low-Activity Customers
6589,374,3,83.19,Inactive Customers
6590,501,2,134.33,Inactive Customers
6591,5,12,371.08,Low-Activity Customers
6592,520,1,39.97,Inactive Customers
6593,520,1,29.58,Inactive Customers
6594,477,2,195.86,Inactive Customers
6595,506,1,9.97,Inactive Customers
6596,8,6,128.35,Low-Activity Customers
6597,520,1,29.33,Inactive Customers
6598,18,5,139.03,Low-Activity Customers
6599,520,1,8.77,Inactive Customers
6600,520,1,27.94,Inactive Customers
6601,520,1,73.95,Inactive Customers
6602,478,3,88.4,Inactive Customers
6603,520,1,14.96,Inactive Customers
6604,520,1,15.7,Inactive Customers
6605,520,1,13.97,Inactive Customers
6606,442,4,153.9,Inactive Customers
6607,520,1,26.14,Inactive Customers
6608,520,1,26.99,Inactive Customers
6609,520,1,29.92,Inactive Customers
6610,520,1,14.79,Inactive Customers
6611,520,1,16.36,Inactive Customers
6612,520,1,12.97,Inactive Customers
6613,442,2,29.92,Inactive Customers
6614,497,2,33.4,Inactive Customers
6615,520,1,14.37,Inactive Customers
6616,519,1,83.22,Inactive Customers
6617,335,2,34.98,Inactive Customers
6618,256,9,283.01,Low-Activity Customers
6619,520,1,76.6,Inactive Customers
6620,504,3,48.48,Inactive Customers
6621,514,1,31.32,Inactive Customers
6622,520,1,14.37,Inactive Customers
6623,520,1,92.18,Inactive Customers
6624,520,1,15.36,Inactive Customers
6625,520,1,63.33,Inactive Customers
6626,229,2,56.74,Low-Activity Customers
6627,520,1,15.36,Inactive Customers
6628,520,1,21.3,Inactive Customers
6629,264,4,121.05,Low-Activity Customers
6630,501,2,43.11,Inactive Customers
6631,520,1,24.98,Inactive Customers
6632,520,1,13.97,Inactive Customers
6633,450,3,350.97,Inactive Customers
6634,520,1,27.77,Inactive Customers
6635,67,2,76.65,Low-Activity Customers
6636,520,1,34.98,Inactive Customers
6637,520,1,76.2,Inactive Customers
6638,520,1,32.31,Inactive Customers
6639,520,1,12.49,Inactive Customers
6640,520,1,35.35,Inactive Customers
6641,520,1,29.92,Inactive Customers
6642,402,3,76.78,Inactive Customers
6643,291,2,37.75,Inactive Customers
6644,363,3,228.95,Inactive Customers
6645,520,1,9.77,Inactive Customers
6646,520,1,14.37,Inactive Customers
6647,520,1,11.99,Inactive Customers
6648,519,1,45.94,Inactive Customers
6649,520,1,13.97,Inactive Customers
6650,520,1,99.1,Inactive Customers
6651,520,1,26.73,Inactive Customers
6652,469,3,158.31,Inactive Customers
6653,62,4,81.22,Low-Activity Customers
6654,520,1,29.13,Inactive Customers
6655,368,2,81.82,Inactive Customers
6656,366,4,124.78,Inactive Customers
6657,520,1,37.71,Inactive Customers
6658,440,4,337.32,Inactive Customers
6659,149,28,1028.69,Engaged Customers
6660,520,1,12.97,Inactive Customers
6661,481,1,24.14,Inactive Customers
6662,520,1,15.36,Inactive Customers
6663,128,12,407.06,Low-Activity Customers
6664,520,1,16.36,Inactive Customers
6665,520,1,4.79,Inactive Customers
6666,520,1,20.0,Inactive Customers
6667,371,2,56.99,Inactive Customers
6668,45,4,66.55,Low-Activity Customers
6669,36,11,305.02,Low-Activity Customers
6670,185,2,36.68,Low-Activity Customers
6671,383,3,103.34,Inactive Customers
6672,520,1,19.76,Inactive Customers
6673,505,1,14.37,Inactive Customers
6674,20,21,1018.01,Engaged Customers
6675,219,5,125.06,Low-Activity Customers
6676,520,1,6.79,Inactive Customers
6677,336,3,42.31,Inactive Customers
6678,520,1,22.99,Inactive Customers
6679,457,7,229.22,Inactive Customers
6680,520,1,15.36,Inactive Customers
6681,520,1,17.76,Inactive Customers
6682,519,1,73.97,Inactive Customers
6683,221,3,51.74,Low-Activity Customers
6684,520,1,11.77,Inactive Customers
6685,520,1,10.77,Inactive Customers
6686,93,4,119.03,Low-Activity Customers
6687,520,1,21.99,Inactive Customers
6688,520,1,16.36,Inactive Customers
6689,428,2,41.07,Inactive Customers
6690,24,16,735.91,Engaged Customers
6691,471,5,126.19,Inactive Customers
6692,491,2,57.21,Inactive Customers
6693,46,5,224.5,Low-Activity Customers
6694,434,2,27.73,Inactive Customers
6695,39,4,84.92,Low-Activity Customers
6696,180,4,98.55,Low-Activity Customers
6697,204,2,45.51,Low-Activity Customers
6698,518,1,9.78,Inactive Customers
6699,519,2,35.6,Inactive Customers
6700,239,2,97.72,Low-Activity Customers
6701,518,1,40.31,Inactive Customers
6702,520,1,13.97,Inactive Customers
6703,520,1,167.04,Inactive Customers
6704,495,1,33.4,Inactive Customers
6705,520,1,12.49,Inactive Customers
6706,520,1,9.77,Inactive Customers
6707,520,1,12.49,Inactive Customers
6708,520,1,93.77,Inactive Customers
6709,1,5,163.11,Low-Activity Customers
6710,110,4,103.78,Low-Activity Customers
6711,520,1,48.23,Inactive Customers
6712,520,1,76.01,Inactive Customers
6713,520,1,34.99,Inactive Customers
6714,512,2,135.16,Inactive Customers
6715,520,1,45.29,Inactive Customers
6716,83,7,176.27,Low-Activity Customers
6717,520,1,14.37,Inactive Customers
6718,325,2,30.97,Inactive Customers
6719,520,1,25.54,Inactive Customers
6720,48,10,238.85,Low-Activity Customers
6721,520,1,26.76,Inactive Customers
6722,100,8,156.69,Low-Activity Customers
6723,520,1,15.36,Inactive Customers
6724,518,1,54.99,Inactive Customers
6725,519,2,36.48,Inactive Customers
6726,509,3,44.17,Inactive Customers
6727,520,1,14.96,Inactive Customers
6728,520,1,29.98,Inactive Customers
6729,501,2,87.97,Inactive Customers
6730,520,1,65.57,Inactive Customers
6731,520,1,12.49,Inactive Customers
6732,520,1,5.78,Inactive Customers
6733,520,1,14.99,Inactive Customers
6734,520,1,15.36,Inactive Customers
6735,236,5,308.63,Low-Activity Customers
6736,88,6,151.18,Low-Activity Customers
6737,371,4,39.71,Inactive Customers
6738,493,4,158.87,Inactive Customers
6739,318,3,171.64,Low-Activity Customers
6740,520,1,11.77,Inactive Customers
6741,520,1,16.7,Inactive Customers
6742,418,2,34.96,Inactive Customers
6743,488,2,73.34,Inactive Customers
6744,452,2,34.98,Inactive Customers
6745,520,1,11.77,Inactive Customers
6746,94,4,182.24,Low-Activity Customers
6747,519,1,29.33,Inactive Customers
6748,24,3,106.11,Low-Activity Customers
6749,323,2,144.24,Inactive Customers
6750,520,1,50.32,Inactive Customers
6751,520,1,43.13,Inactive Customers
6752,519,2,27.94,Inactive Customers
6753,21,15,365.36,Low-Activity Customers
6754,520,1,59.96,Inactive Customers
6755,308,3,38.1,Inactive Customers
6756,471,2,85.93,Inactive Customers
6757,415,3,36.04,Inactive Customers
6758,520,1,66.49,Inactive Customers
6759,187,3,117.36,Low-Activity Customers
6760,520,1,53.29,Inactive Customers
6761,24,12,402.22,Low-Activity Customers
6762,513,2,41.1,Inactive Customers
6763,101,3,78.58,Low-Activity Customers
6764,162,9,212.16,Low-Activity Customers
6765,167,5,113.68,Low-Activity Customers
6766,520,1,23.99,Inactive Customers
6767,235,4,51.59,Low-Activity Customers
6768,520,1,13.97,Inactive Customers
6769,26,4,99.27,Low-Activity Customers
6770,21,3,62.71,Low-Activity Customers
6771,520,1,33.27,Inactive Customers
6772,520,1,22.97,Inactive Customers
6773,520,1,11.77,Inactive Customers
6774,520,1,11.77,Inactive Customers
6775,520,1,15.36,Inactive Customers
6776,518,1,13.58,Inactive Customers
6777,102,6,130.16,Low-Activity Customers
6778,506,1,27.94,Inactive Customers
6779,520,1,14.99,Inactive Customers
6780,505,2,171.91,Inactive Customers
6781,520,1,15.36,Inactive Customers
6782,275,4,78.89,Low-Activity Customers
6783,245,9,345.23,Low-Activity Customers
6784,520,1,42.49,Inactive Customers
6785,520,1,37.51,Inactive Customers
6786,286,2,55.14,Low-Activity Customers
6787,520,1,45.13,Inactive Customers
6788,387,2,27.94,Inactive Customers
6789,32,7,598.99,Engaged Customers
6790,520,1,23.97,Inactive Customers
6791,520,1,14.37,Inactive Customers
6792,520,1,57.05,Inactive Customers
6793,520,1,66.38,Inactive Customers
6794,520,1,14.96,Inactive Customers
6795,385,3,73.14,Inactive Customers
6796,2,6,134.22,Low-Activity Customers
6797,519,1,15.36,Inactive Customers
6798,519,1,101.14,Inactive Customers
6799,7,10,434.86,Low-Activity Customers
6800,511,3,179.87,Inactive Customers
6801,519,1,10.77,Inactive Customers
6802,519,1,13.97,Inactive Customers
6803,514,2,64.97,Inactive Customers
6804,0,13,566.42,Engaged Customers
6805,505,2,44.97,Inactive Customers
6806,32,6,109.26,Low-Activity Customers
6807,519,1,11.77,Inactive Customers
6808,498,2,76.8,Inactive Customers
6809,120,4,143.35,Low-Activity Customers
6810,307,2,104.62,Inactive Customers
6811,519,1,128.49,Inactive Customers
6812,478,2,47.48,Inactive Customers
6813,76,6,364.69,Low-Activity Customers
6814,476,3,71.25,Inactive Customers
6815,519,1,13.97,Inactive Customers
6816,519,1,18.54,Inactive Customers
6817,519,1,35.34,Inactive Customers
6818,519,1,61.04,Inactive Customers
6819,519,1,6.79,Inactive Customers
6820,473,1,13.97,Inactive Customers
6821,320,5,90.38,Inactive Customers
6822,515,1,15.77,Inactive Customers
6823,343,2,57.45,Inactive Customers
6824,519,1,13.97,Inactive Customers
6825,519,1,71.82,Inactive Customers
6826,519,1,14.37,Inactive Customers
6827,474,1,25.74,Inactive Customers
6828,475,2,92.56,Inactive Customers
6829,519,1,103.53,Inactive Customers
6830,37,19,686.53,Engaged Customers
6831,519,1,19.99,Inactive Customers
6832,519,1,29.9,Inactive Customers
6833,16,9,814.0,Engaged Customers
6834,519,1,123.31,Inactive Customers
6835,519,1,26.14,Inactive Customers
6836,519,1,11.77,Inactive Customers
6837,307,10,571.58,Engaged Customers
6838,154,2,176.95,Low-Activity Customers
6839,519,1,56.3,Inactive Customers
6840,293,2,126.82,Low-Activity Customers
6841,519,1,14.96,Inactive Customers
6842,475,3,73.4,Inactive Customers
6843,519,1,13.97,Inactive Customers
6844,519,1,26.73,Inactive Customers
6845,485,2,156.47,Inactive Customers
6846,519,1,37.98,Inactive Customers
6847,124,2,23.35,Low-Activity Customers
6848,511,1,47.3,Inactive Customers
6849,519,1,24.7,Inactive Customers
6850,519,1,27.99,Inactive Customers
6851,269,3,486.85,Low-Activity Customers
6852,480,2,60.74,Inactive Customers
6853,518,1,200.76,Inactive Customers
6854,50,3,64.34,Low-Activity Customers
6855,519,1,38.77,Inactive Customers
6856,368,2,36.31,Inactive Customers
6857,519,1,39.9,Inactive Customers
6858,519,1,13.97,Inactive Customers
6859,285,6,233.51,Low-Activity Customers
6860,519,1,22.7,Inactive Customers
6861,519,1,26.14,Inactive Customers
6862,519,1,12.97,Inactive Customers
6863,519,1,8.77,Inactive Customers
6864,506,2,36.55,Inactive Customers
6865,88,3,101.43,Low-Activity Customers
6866,2,11,696.29,Engaged Customers
6867,519,1,11.77,Inactive Customers
6868,476,2,32.26,Inactive Customers
6869,519,1,11.77,Inactive Customers
6870,16,6,294.02,Low-Activity Customers
6871,28,7,313.41,Low-Activity Customers
6872,2,4,403.83,Low-Activity Customers
6873,519,1,11.77,Inactive Customers
6874,264,3,48.3,Low-Activity Customers
6875,519,1,7.98,Inactive Customers
6876,519,1,11.77,Inactive Customers
6877,48,10,189.04,Low-Activity Customers
6878,519,1,43.73,Inactive Customers
6879,497,1,13.97,Inactive Customers
6880,519,1,14.37,Inactive Customers
6881,284,2,89.54,Low-Activity Customers
6882,23,12,259.01,Low-Activity Customers
6883,258,6,179.8,Low-Activity Customers
6884,200,8,517.26,Low-Activity Customers
6885,519,1,14.79,Inactive Customers
6886,519,1,17.99,Inactive Customers
6887,515,1,129.33,Inactive Customers
6888,44,14,517.75,Low-Activity Customers
6889,519,1,65.47,Inactive Customers
6890,11,4,85.96,Low-Activity Customers
6891,147,4,114.82,Low-Activity Customers
6892,519,1,24.74,Inactive Customers
6893,34,6,181.22,Low-Activity Customers
6894,507,2,74.8,Inactive Customers
6895,49,7,215.01,Low-Activity Customers
6896,491,1,44.71,Inactive Customers
6897,519,1,11.77,Inactive Customers
6898,189,5,74.66,Low-Activity Customers
6899,519,1,65.85,Inactive Customers
6900,519,1,27.77,Inactive Customers
6901,231,6,262.92,Low-Activity Customers
6902,223,2,37.25,Low-Activity Customers
6903,33,3,36.05,Low-Activity Customers
6904,519,1,24.98,Inactive Customers
6905,287,2,19.78,Inactive Customers
6906,454,2,37.49,Inactive Customers
6907,248,4,106.5,Low-Activity Customers
6908,519,1,16.36,Inactive Customers
6909,519,1,34.99,Inactive Customers
6910,62,8,180.45,Low-Activity Customers
6911,519,1,24.14,Inactive Customers
6912,518,1,5.78,Inactive Customers
6913,517,1,12.77,Inactive Customers
6914,213,9,279.97,Low-Activity Customers
6915,519,1,20.99,Inactive Customers
6916,272,2,71.96,Low-Activity Customers
6917,339,3,108.95,Inactive Customers
6918,75,6,119.27,Low-Activity Customers
6919,12,4,78.46,Low-Activity Customers
6920,519,1,0.0,Inactive Customers
6921,237,3,60.07,Low-Activity Customers
6922,519,1,13.97,Inactive Customers
6923,519,1,13.97,Inactive Customers
6924,496,2,17.28,Inactive Customers
6925,518,2,104.15,Inactive Customers
6926,189,3,83.51,Low-Activity Customers
6927,519,2,75.27,Inactive Customers
6928,351,4,73.2,Inactive Customers
6929,518,3,319.89,Inactive Customers
6930,519,1,42.5,Inactive Customers
6931,101,3,73.18,Low-Activity Customers
6932,519,1,135.8,Inactive Customers
6933,146,3,68.28,Low-Activity Customers
6934,217,3,117.93,Low-Activity Customers
6935,501,1,102.34,Inactive Customers
6936,519,1,106.19,Inactive Customers
6937,516,2,43.13,Inactive Customers
6938,225,3,45.94,Low-Activity Customers
6939,519,1,14.9,Inactive Customers
6940,43,3,88.49,Low-Activity Customers
6941,237,3,50.23,Low-Activity Customers
6942,420,3,205.74,Inactive Customers
6943,519,1,14.37,Inactive Customers
6944,333,5,142.4,Inactive Customers
6945,519,1,21.54,Inactive Customers
6946,519,1,14.99,Inactive Customers
6947,120,3,256.51,Low-Activity Customers
6948,340,3,50.8,Inactive Customers
6949,519,1,18.99,Inactive Customers
6950,519,1,432.76,Inactive Customers
6951,17,11,427.9,Low-Activity Customers
6952,512,2,35.8,Inactive Customers
6953,74,2,30.89,Low-Activity Customers
6954,519,1,32.98,Inactive Customers
6955,519,1,9.77,Inactive Customers
6956,519,1,82.23,Inactive Customers
6957,519,1,16.99,Inactive Customers
6958,112,4,105.44,Low-Activity Customers
6959,519,1,60.87,Inactive Customers
6960,519,1,15.76,Inactive Customers
6961,201,2,143.25,Low-Activity Customers
6962,519,1,11.77,Inactive Customers
6963,519,1,27.37,Inactive Customers
6964,519,1,25.78,Inactive Customers
6965,55,5,143.61,Low-Activity Customers
6966,519,1,12.97,Inactive Customers
6967,519,1,28.74,Inactive Customers
6968,20,9,136.07,Low-Activity Customers
6969,519,1,14.37,Inactive Customers
6970,519,1,66.38,Inactive Customers
6971,512,2,30.72,Inactive Customers
6972,113,2,191.94,Low-Activity Customers
6973,519,1,12.49,Inactive Customers
6974,167,2,24.75,Low-Activity Customers
6975,519,1,25.74,Inactive Customers
6976,519,1,117.93,Inactive Customers
6977,519,1,26.14,Inactive Customers
6978,249,2,58.34,Low-Activity Customers
6979,467,3,271.23,Inactive Customers
6980,101,6,135.84,Low-Activity Customers
6981,351,3,50.31,Inactive Customers
6982,32,6,216.16,Low-Activity Customers
6983,519,1,14.37,Inactive Customers
6984,519,1,58.86,Inactive Customers
6985,519,2,17.56,Inactive Customers
6986,437,5,67.99,Inactive Customers
6987,519,1,9.9,Inactive Customers
6988,512,2,88.74,Inactive Customers
6989,239,2,52.74,Low-Activity Customers
6990,519,1,41.1,Inactive Customers
6991,112,9,274.27,Low-Activity Customers
6992,107,3,147.0,Low-Activity Customers
6993,301,6,158.71,Low-Activity Customers
6994,519,1,15.99,Inactive Customers
6995,519,1,24.99,Inactive Customers
6996,2,12,350.05,Low-Activity Customers
6997,245,2,25.96,Low-Activity Customers
6998,467,3,266.21,Inactive Customers
6999,478,2,43.29,Inactive Customers
7000,518,1,26.13,Inactive Customers
7001,96,2,138.5,Low-Activity Customers
7002,519,1,15.9,Inactive Customers
7003,503,2,127.07,Inactive Customers
7004,508,1,13.97,Inactive Customers
7005,519,1,0.0,Inactive Customers
7006,519,1,8.77,Inactive Customers
7007,519,1,15.36,Inactive Customers
7008,519,1,56.32,Inactive Customers
7009,519,1,50.9,Inactive Customers
7010,147,6,98.12,Low-Activity Customers
7011,111,7,99.59,Low-Activity Customers
7012,477,2,96.94,Inactive Customers
7013,515,2,116.7,Inactive Customers
7014,519,1,11.77,Inactive Customers
7015,519,1,23.99,Inactive Customers
7016,519,1,13.97,Inactive Customers
7017,519,1,37.03,Inactive Customers
7018,519,1,31.97,Inactive Customers
7019,370,3,92.64,Inactive Customers
7020,519,1,20.99,Inactive Customers
7021,469,2,55.2,Inactive Customers
7022,519,1,47.77,Inactive Customers
7023,519,1,23.34,Inactive Customers
7024,461,3,118.99,Inactive Customers
7025,507,1,23.54,Inactive Customers
7026,519,1,6.79,Inactive Customers
7027,519,1,12.97,Inactive Customers
7028,248,2,103.7,Low-Activity Customers
7029,50,15,1044.98,Engaged Customers
7030,413,4,149.51,Inactive Customers
7031,519,1,66.74,Inactive Customers
7032,489,2,41.69,Inactive Customers
7033,113,2,159.81,Low-Activity Customers
7034,502,2,99.17,Inactive Customers
7035,1,5,97.23,Low-Activity Customers
7036,517,2,11.76,Inactive Customers
7037,283,2,44.31,Low-Activity Customers
7038,259,4,226.43,Low-Activity Customers
7039,480,2,20.94,Inactive Customers
7040,519,1,24.74,Inactive Customers
7041,519,1,17.7,Inactive Customers
7042,519,1,14.37,Inactive Customers
7043,519,1,31.48,Inactive Customers
7044,519,1,6.79,Inactive Customers
7045,519,1,25.74,Inactive Customers
7046,519,1,29.73,Inactive Customers
7047,519,1,16.36,Inactive Customers
7048,519,1,39.99,Inactive Customers
7049,519,1,12.97,Inactive Customers
7050,519,1,23.98,Inactive Customers
7051,519,1,52.86,Inactive Customers
7052,211,5,286.52,Low-Activity Customers
7053,391,2,91.81,Inactive Customers
7054,209,3,39.24,Low-Activity Customers
7055,518,1,30.13,Inactive Customers
7056,519,1,43.89,Inactive Customers
7057,38,5,100.87,Low-Activity Customers
7058,519,1,13.97,Inactive Customers
7059,22,4,94.4,Low-Activity Customers
7060,519,1,36.99,Inactive Customers
7061,21,4,99.15,Low-Activity Customers
7062,511,1,27.94,Inactive Customers
7063,107,3,156.31,Low-Activity Customers
7064,355,3,49.97,Inactive Customers
7065,519,1,35.31,Inactive Customers
7066,31,8,642.19,Engaged Customers
7067,42,6,145.28,Low-Activity Customers
7068,519,1,27.94,Inactive Customers
7069,372,2,35.6,Inactive Customers
7070,441,3,78.49,Inactive Customers
7071,519,1,23.54,Inactive Customers
7072,100,4,38.63,Low-Activity Customers
7073,416,2,68.63,Inactive Customers
7074,519,1,15.36,Inactive Customers
7075,519,1,31.96,Inactive Customers
7076,221,2,72.77,Low-Activity Customers
7077,519,1,14.37,Inactive Customers
7078,519,1,17.99,Inactive Customers
7079,506,2,59.71,Inactive Customers
7080,110,3,85.08,Low-Activity Customers
7081,519,1,26.78,Inactive Customers
7082,295,2,116.81,Low-Activity Customers
7083,356,3,50.27,Inactive Customers
7084,519,1,14.37,Inactive Customers
7085,468,3,46.68,Inactive Customers
7086,192,8,272.63,Low-Activity Customers
7087,418,2,21.74,Inactive Customers
7088,519,1,9.97,Inactive Customers
7089,519,1,11.77,Inactive Customers
7090,379,3,81.43,Inactive Customers
7091,436,2,46.68,Inactive Customers
7092,519,1,75.44,Inactive Customers
7093,52,2,17.26,Low-Activity Customers
7094,519,1,14.37,Inactive Customers
7095,519,1,10.97,Inactive Customers
7096,375,3,97.0,Inactive Customers
7097,383,4,125.87,Inactive Customers
7098,114,3,48.73,Low-Activity Customers
7099,518,1,54.47,Inactive Customers
7100,518,1,12.49,Inactive Customers
7101,359,4,330.62,Low-Activity Customers
7102,283,9,267.79,Low-Activity Customers
7103,231,3,116.68,Low-Activity Customers
7104,487,2,97.61,Inactive Customers
7105,518,1,15.7,Inactive Customers
7106,518,1,37.47,Inactive Customers
7107,146,7,151.85,Low-Activity Customers
7108,518,1,14.96,Inactive Customers
7109,518,1,25.37,Inactive Customers
7110,518,1,14.79,Inactive Customers
7111,351,5,354.42,Low-Activity Customers
7112,518,1,28.99,Inactive Customers
7113,162,6,144.03,Low-Activity Customers
7114,518,1,6.79,Inactive Customers
7115,514,1,15.36,Inactive Customers
7116,374,2,23.54,Inactive Customers
7117,505,2,73.03,Inactive Customers
7118,507,2,47.85,Inactive Customers
7119,148,2,111.37,Low-Activity Customers
7120,66,10,332.38,Low-Activity Customers
7121,518,1,11.77,Inactive Customers
7122,461,2,49.47,Inactive Customers
7123,328,3,83.2,Inactive Customers
7124,518,1,29.58,Inactive Customers
7125,518,1,11.77,Inactive Customers
7126,477,2,57.76,Inactive Customers
7127,477,2,68.62,Inactive Customers
7128,62,8,151.14,Low-Activity Customers
7129,518,1,13.97,Inactive Customers
7130,30,7,388.54,Low-Activity Customers
7131,267,2,146.6,Low-Activity Customers
7132,495,1,13.97,Inactive Customers
7133,518,1,37.51,Inactive Customers
7134,518,1,23.54,Inactive Customers
7135,375,2,32.77,Inactive Customers
7136,518,1,32.29,Inactive Customers
7137,518,1,10.0,Inactive Customers
7138,78,4,151.52,Low-Activity Customers
7139,104,10,257.24,Low-Activity Customers
7140,518,1,99.76,Inactive Customers
7141,518,1,44.69,Inactive Customers
7142,250,4,54.69,Low-Activity Customers
7143,518,1,21.76,Inactive Customers
7144,60,7,1498.21,Engaged Customers
7145,64,102,2079.39,Engaged Customers
7146,518,1,40.7,Inactive Customers
7147,346,2,174.6,Inactive Customers
7148,203,7,400.16,Low-Activity Customers
7149,518,1,11.77,Inactive Customers
7150,518,1,17.76,Inactive Customers
7151,57,5,158.94,Low-Activity Customers
7152,357,7,545.47,Low-Activity Customers
7153,518,1,62.9,Inactive Customers
7154,276,3,126.34,Low-Activity Customers
7155,112,3,125.45,Low-Activity Customers
7156,518,1,34.75,Inactive Customers
7157,393,2,82.2,Inactive Customers
7158,518,1,58.31,Inactive Customers
7159,518,1,26.14,Inactive Customers
7160,75,2,23.26,Low-Activity Customers
7161,518,1,18.99,Inactive Customers
7162,375,2,21.75,Inactive Customers
7163,518,1,382.62,Inactive Customers
7164,287,2,37.67,Inactive Customers
7165,497,2,29.92,Inactive Customers
7166,303,2,98.55,Inactive Customers
7167,518,1,30.32,Inactive Customers
7168,411,2,74.8,Inactive Customers
7169,518,1,14.96,Inactive Customers
7170,107,3,81.34,Low-Activity Customers
7171,518,1,46.48,Inactive Customers
7172,18,4,88.68,Low-Activity Customers
7173,219,6,250.95,Low-Activity Customers
7174,490,2,27.96,Inactive Customers
7175,518,1,14.37,Inactive Customers
7176,42,10,247.64,Low-Activity Customers
7177,162,11,270.85,Low-Activity Customers
7178,518,1,11.77,Inactive Customers
7179,485,3,45.72,Inactive Customers
7180,518,1,5.99,Inactive Customers
7181,518,1,16.36,Inactive Customers
7182,180,5,159.46,Low-Activity Customers
7183,518,1,14.37,Inactive Customers
7184,516,1,34.36,Inactive Customers
7185,518,2,29.33,Inactive Customers
7186,404,3,88.63,Inactive Customers
7187,216,2,34.26,Low-Activity Customers
7188,357,3,47.62,Inactive Customers
7189,518,1,23.76,Inactive Customers
7190,518,1,5.78,Inactive Customers
7191,518,1,51.96,Inactive Customers
7192,518,1,6.79,Inactive Customers
7193,57,13,260.83,Low-Activity Customers
7194,5,3,48.75,Low-Activity Customers
7195,518,1,33.52,Inactive Customers
7196,322,3,100.72,Inactive Customers
7197,208,3,78.1,Low-Activity Customers
7198,518,1,28.74,Inactive Customers
7199,197,3,56.3,Low-Activity Customers
7200,218,2,26.76,Low-Activity Customers
7201,518,1,14.79,Inactive Customers
7202,518,1,13.97,Inactive Customers
7203,11,27,952.75,Engaged Customers
7204,322,2,23.26,Inactive Customers
7205,335,2,59.24,Inactive Customers
7206,136,2,42.34,Low-Activity Customers
7207,518,1,29.99,Inactive Customers
7208,517,1,83.19,Inactive Customers
7209,463,2,49.98,Inactive Customers
7210,518,1,15.36,Inactive Customers
7211,518,1,15.76,Inactive Customers
7212,518,1,23.54,Inactive Customers
7213,26,15,374.14,Low-Activity Customers
7214,518,1,36.54,Inactive Customers
7215,83,3,122.64,Low-Activity Customers
7216,518,1,31.54,Inactive Customers
7217,453,3,121.13,Inactive Customers
7218,518,1,11.77,Inactive Customers
7219,518,1,14.96,Inactive Customers
7220,518,1,14.96,Inactive Customers
7221,518,1,11.77,Inactive Customers
7222,67,10,171.8,Low-Activity Customers
7223,518,1,36.5,Inactive Customers
7224,517,1,52.08,Inactive Customers
7225,469,3,45.28,Inactive Customers
7226,518,1,10.77,Inactive Customers
7227,405,2,34.95,Inactive Customers
7228,518,1,115.94,Inactive Customers
7229,98,4,45.24,Low-Activity Customers
7230,518,1,24.54,Inactive Customers
7231,518,1,24.99,Inactive Customers
7232,19,8,339.7,Low-Activity Customers
7233,304,2,75.61,Inactive Customers
7234,161,2,23.95,Low-Activity Customers
7235,518,1,11.77,Inactive Customers
7236,207,3,98.7,Low-Activity Customers
7237,518,1,20.74,Inactive Customers
7238,518,1,10.97,Inactive Customers
7239,518,1,37.74,Inactive Customers
7240,173,2,30.48,Low-Activity Customers
7241,27,3,49.04,Low-Activity Customers
7242,518,1,38.9,Inactive Customers
7243,518,1,100.32,Inactive Customers
7244,518,1,14.96,Inactive Customers
7245,518,1,13.97,Inactive Customers
7246,13,6,1570.67,Engaged Customers
7247,518,1,27.73,Inactive Customers
7248,518,1,15.7,Inactive Customers
7249,475,1,28.56,Inactive Customers
7250,174,5,476.1,Low-Activity Customers
7251,518,1,15.99,Inactive Customers
7252,330,2,61.06,Inactive Customers
7253,518,1,35.77,Inactive Customers
7254,232,2,73.23,Low-Activity Customers
7255,426,2,25.88,Inactive Customers
7256,43,6,172.37,Low-Activity Customers
7257,518,1,24.99,Inactive Customers
7258,518,1,14.99,Inactive Customers
7259,53,3,203.24,Low-Activity Customers
7260,518,1,27.94,Inactive Customers
7261,518,1,10.97,Inactive Customers
7262,272,2,20.48,Low-Activity Customers
7263,518,1,25.99,Inactive Customers
7264,306,3,53.51,Inactive Customers
7265,26,8,173.54,Low-Activity Customers
7266,518,1,131.16,Inactive Customers
7267,518,1,11.77,Inactive Customers
7268,518,1,13.97,Inactive Customers
7269,456,3,82.51,Inactive Customers
7270,207,3,199.41,Low-Activity Customers
7271,518,1,20.99,Inactive Customers
7272,245,4,182.34,Low-Activity Customers
7273,205,3,79.95,Low-Activity Customers
7274,8,26,775.26,Engaged Customers
7275,101,2,67.59,Low-Activity Customers
7276,518,1,19.99,Inactive Customers
7277,518,1,26.99,Inactive Customers
7278,518,1,19.99,Inactive Customers
7279,518,1,19.99,Inactive Customers
7280,61,3,89.8,Low-Activity Customers
7281,518,1,19.99,Inactive Customers
7282,518,1,3.99,Inactive Customers
7283,92,3,151.8,Low-Activity Customers
7284,9,4,50.22,Low-Activity Customers
7285,518,1,11.97,Inactive Customers
7286,518,1,9.99,Inactive Customers
7287,518,1,83.16,Inactive Customers
7288,518,1,11.77,Inactive Customers
7289,118,3,105.1,Low-Activity Customers
7290,504,1,89.4,Inactive Customers
7291,36,4,436.04,Low-Activity Customers
7292,170,2,75.95,Low-Activity Customers
7293,518,1,19.99,Inactive Customers
7294,109,3,86.42,Low-Activity Customers
7295,488,2,95.19,Inactive Customers
7296,482,2,80.03,Inactive Customers
7297,518,1,46.37,Inactive Customers
