CustomerID,Recency,Frequency,Monetary
4344,528,1,14.37
4345,528,1,5.99
4346,141,5,65.26
4347,528,1,18.99
4348,528,1,18.99
4349,528,1,23.54
4350,270,3,213.38
4351,523,2,53.27
4352,509,1,46.28
4353,477,1,17.7
4354,528,1,14.96
4355,528,1,66.46
4356,528,1,9.77
4357,528,1,33.66
4358,0,5,160.91
4359,487,2,400.84
4360,528,1,14.96
4361,111,3,152.98
4362,528,1,59.85
4363,528,1,14.37
4364,528,1,14.79
4365,526,1,18.56
4366,528,1,23.54
4367,528,1,9.99
4368,528,1,20.99
4369,528,1,25.52
4370,246,3,58.02
4371,528,1,13.77
4372,337,3,286.94
4373,528,1,4.79
4374,375,3,43.06
4375,146,8,307.74
4376,528,1,11.77
4377,528,1,21.99
4378,528,1,17.99
4379,528,1,20.75
4380,528,1,31.4
4381,203,2,45.49
4382,439,2,44.78
4383,69,13,578.02
4384,528,1,0.0
4385,513,3,63.07
4386,528,2,29.92
4387,527,1,28.93
4388,333,4,1020.38
4389,528,1,18.99
4390,528,1,14.79
4391,346,3,60.51
4392,138,3,55.33
4393,493,1,32.54
4394,32,5,147.23
4395,384,3,53.66
4396,276,3,47.52
4397,528,1,27.13
4398,504,2,85.97
4399,335,4,104.8
4400,524,2,35.44
4401,55,14,664.25
4402,3,8,207.26
4403,475,1,14.96
4404,371,2,88.28
4405,528,1,15.36
4406,114,14,314.24
4407,528,1,11.77
4408,417,3,101.17
4409,163,2,52.47
4410,53,4,1062.42
4411,521,2,101.95
4412,273,3,71.13
4413,24,8,132.2
4414,477,1,78.0
4415,528,1,15.36
4416,29,8,305.44
4417,469,2,125.27
4418,528,1,16.7
4419,528,1,11.77
4420,47,4,64.72
4421,202,2,21.46
4422,371,2,39.71
4423,528,1,74.62
4424,19,3,67.65
4425,468,2,64.24
4426,528,1,9.77
4427,528,1,44.29
4428,528,1,57.27
4429,232,2,53.32
4430,351,2,27.13
4431,96,6,162.52
4432,437,3,40.71
4433,528,1,130.47
4434,528,1,9.77
4435,528,1,15.36
4436,108,21,587.07
4437,521,1,88.38
4438,528,1,13.97
4439,528,1,60.08
4440,20,13,405.91
4441,528,1,26.99
4442,528,1,26.73
4443,340,2,25.74
4444,487,2,56.29
4445,161,8,175.66
4446,528,1,55.04
4447,528,1,51.34
4448,82,8,270.7
4449,528,1,28.34
4450,480,2,32.76
4451,528,1,19.96
4452,528,1,13.99
4453,528,1,29.99
4454,73,6,109.63
4455,24,7,205.67
4456,180,3,130.67
4457,528,1,9.77
4458,528,1,42.9
4459,25,65,1867.32
4460,59,6,155.87
4461,42,5,130.54
4462,519,2,27.14
4463,500,4,119.44
4464,528,1,22.99
4465,528,1,56.66
4466,528,1,13.97
4467,528,1,76.97
4468,528,1,17.9
4469,528,1,17.7
4470,495,2,81.33
4471,528,1,50.27
4472,514,2,83.19
4473,420,2,52.64
4474,179,5,431.74
4475,520,2,30.45
4476,8,10,517.78
4477,528,1,9.98
4478,8,14,415.02
4479,470,4,78.69
4480,528,1,26.73
4481,528,1,78.77
4482,481,2,36.5
4483,528,1,15.76
4484,142,4,58.66
4485,338,3,67.14
4486,528,1,73.13
4487,486,3,72.42
4488,218,16,336.28
4489,212,3,112.38
4490,444,3,115.57
4491,143,4,96.16
4492,528,1,22.74
4493,58,30,889.76
4494,528,1,15.36
4495,236,2,84.67
4496,528,1,15.99
4497,528,1,110.0
4498,504,1,19.99
4499,528,1,15.76
4500,528,1,11.77
4501,528,1,26.77
4502,528,1,22.74
4503,98,9,401.21
4504,228,2,54.7
4505,64,5,100.91
4506,336,3,299.02
4507,164,5,273.9
4508,294,2,31.39
4509,125,7,122.84
4510,196,4,63.47
4511,351,4,57.69
4512,528,1,37.11
4513,521,1,25.74
4514,441,3,51.67
4515,528,1,54.97
4516,507,1,68.47
4517,527,1,29.93
4518,115,36,1053.91
4519,528,1,24.74
4520,41,14,470.45
4521,528,1,13.97
4522,528,1,26.99
4523,211,2,56.96
4524,527,1,12.97
4525,527,1,26.74
4526,429,4,131.31
4527,88,5,145.46
4528,527,1,15.36
4529,527,1,9.98
4530,9,4,160.4
4531,527,1,26.13
4532,19,20,1155.14
4533,527,1,53.98
4534,368,3,78.84
4535,527,1,17.9
4536,60,15,257.98
4537,442,2,109.17
4538,527,1,48.31
4539,527,1,14.99
4540,159,2,25.76
4541,486,2,32.76
4542,497,4,267.8
4543,527,1,35.72
4544,120,2,41.26
4545,527,1,22.48
4546,527,1,28.74
4547,199,2,75.76
4548,514,2,32.76
4549,428,3,178.04
4550,527,1,81.9
4551,527,1,13.97
4552,512,2,94.9
4553,197,4,51.31
4554,527,1,77.12
4555,511,2,24.96
4556,106,5,313.62
4557,196,8,162.67
4558,527,1,37.51
4559,527,1,0.0
4560,74,4,141.29
4561,235,2,103.92
4562,204,5,94.77
4563,527,1,34.2
4564,210,2,70.34
4565,527,1,11.77
4566,18,4,150.47
4567,527,1,28.13
4568,527,1,85.25
4569,520,1,59.46
4570,527,1,38.5
4571,527,1,26.14
4572,425,2,287.32
4573,210,5,178.04
4574,527,1,69.96
4575,527,1,14.96
4576,494,2,107.9
4577,527,1,33.27
4578,214,3,36.93
4579,375,2,39.7
4580,527,1,15.36
4581,527,1,16.9
4582,506,1,87.18
4583,2,3,114.72
4584,269,3,112.99
4585,527,1,6.77
4586,527,1,27.37
4587,430,2,264.61
4588,457,2,70.94
4589,206,4,173.53
4590,527,1,11.99
4591,404,3,59.33
4592,527,1,13.97
4593,389,3,109.14
4594,258,4,401.64
4595,527,1,30.97
4596,523,1,41.5
4597,527,1,30.37
4598,229,8,332.99
4599,527,1,35.31
4600,527,1,11.77
4601,55,6,146.23
4602,199,2,56.4
4603,527,1,27.13
4604,373,2,68.42
4605,433,2,42.1
4606,527,1,44.7
4607,527,1,16.36
4608,478,3,210.13
4609,527,1,15.36
4610,527,1,12.49
4611,527,1,22.74
4612,57,6,245.06
4613,527,1,16.99
4614,527,1,45.28
4615,72,7,131.83
4616,527,1,12.49
4617,526,1,39.5
4618,516,2,352.5
4619,527,1,42.9
4620,527,1,37.51
4621,527,1,23.94
4622,527,1,231.3
4623,527,1,6.77
4624,527,1,12.99
4625,501,2,331.96
4626,90,6,123.09
4627,527,1,15.76
4628,211,10,278.57
4629,527,1,35.93
4630,527,1,36.73
4631,442,2,77.65
4632,434,5,96.96
4633,527,1,12.49
4634,503,2,25.54
4635,124,4,217.49
4636,527,1,15.36
4637,69,5,147.19
4638,527,1,26.14
4639,527,1,13.97
4640,330,3,133.12
4641,80,9,638.81
4642,13,10,368.02
4643,527,1,16.76
4644,496,2,50.7
4645,518,2,85.96
4646,186,2,26.48
4647,527,1,13.97
4648,451,2,69.09
4649,23,7,265.03
4650,76,2,32.48
4651,257,3,42.38
4652,527,1,11.77
4653,527,1,15.36
4654,527,1,12.49
4655,519,2,64.86
4656,527,1,14.99
4657,527,1,12.49
4658,527,1,19.99
4659,127,3,52.64
4660,527,1,29.33
4661,519,1,32.76
4662,514,3,59.26
4663,527,1,24.7
4664,527,1,20.15
4665,96,3,121.76
4666,527,1,13.97
4667,234,4,166.64
4668,527,1,18.76
4669,527,1,15.36
4670,50,11,283.53
4671,54,8,86.56
4672,148,2,28.19
4673,527,1,14.96
4674,29,4,169.96
4675,527,1,6.79
4676,494,2,30.15
4677,322,2,30.72
4678,98,6,602.93
4679,527,1,5.78
4680,148,3,53.16
4681,54,2,52.96
4682,527,1,14.96
4683,42,5,404.34
4684,527,1,10.97
4685,527,1,29.75
4686,124,6,624.78
4687,253,2,81.19
4688,527,1,11.77
4689,527,1,22.99
4690,527,1,24.99
4691,527,1,23.94
4692,494,2,35.96
4693,527,1,55.5
4694,527,1,17.96
4695,164,4,66.86
4696,527,1,10.77
4697,527,1,15.36
4698,527,1,14.96
4699,0,7,198.55
4700,286,6,184.86
4701,527,1,11.77
4702,527,1,49.31
4703,527,1,26.76
4704,527,1,12.49
4705,429,3,48.68
4706,527,1,39.47
4707,208,8,180.66
4708,356,6,120.16
4709,13,6,100.77
4710,527,1,12.77
4711,74,3,248.43
4712,527,1,6.78
4713,527,1,15.36
4714,527,1,28.36
4715,527,1,34.91
4716,464,2,59.85
4717,527,1,49.87
4718,62,3,121.99
4719,303,6,226.07
4720,156,2,45.5
4721,527,1,38.77
4722,527,1,21.73
4723,527,1,18.36
4724,527,1,11.77
4725,58,5,223.29
4726,527,1,12.77
4727,527,1,15.76
4728,527,1,23.77
4729,235,2,103.94
4730,493,1,44.1
4731,527,1,9.98
4732,527,1,9.77
4733,527,1,12.49
4734,527,1,50.96
4735,527,1,14.37
4736,527,1,23.76
4737,527,1,11.77
4738,507,3,177.78
4739,180,6,98.45
4740,393,3,44.5
4741,106,8,446.75
4742,504,2,69.63
4743,527,1,27.45
4744,408,2,57.37
4745,527,1,8.77
4746,527,1,28.93
4747,527,1,12.77
4748,8,10,603.22
4749,527,1,39.98
4750,366,3,44.24
4751,235,6,122.05
4752,238,2,53.34
4753,439,3,40.73
4754,527,1,16.7
4755,21,12,516.18
4756,66,11,218.14
4757,490,2,63.54
4758,527,1,31.71
4759,527,1,11.77
4760,79,5,88.83
4761,527,1,37.74
4762,384,2,25.54
4763,168,3,78.95
4764,163,2,54.24
4765,527,1,9.98
4766,235,2,480.49
4767,527,1,57.54
4768,527,1,58.89
4769,402,5,174.57
4770,499,5,103.75
4771,527,1,14.96
4772,251,3,55.7
4773,505,2,26.14
4774,503,3,74.61
4775,527,1,11.77
4776,58,4,309.59
4777,35,5,132.72
4778,527,1,17.9
4779,468,2,50.7
4780,84,6,493.6
4781,502,2,76.61
4782,527,1,16.76
4783,527,1,19.99
4784,280,3,89.71
4785,257,3,60.27
4786,527,1,24.54
4787,527,1,12.9
4788,103,4,73.03
4789,527,1,38.93
4790,160,5,184.97
4791,527,1,31.52
4792,432,4,188.84
4793,527,1,31.48
4794,400,2,50.13
4795,527,1,9.98
4796,404,3,115.76
4797,344,3,279.17
4798,49,7,133.36
4799,527,1,70.82
4800,527,1,24.74
4801,527,1,11.77
4802,527,1,26.94
4803,527,1,14.99
4804,527,1,23.97
4805,18,11,278.3
4806,527,1,12.97
4807,527,1,13.97
4808,527,1,40.33
4809,527,1,13.97
4810,527,1,31.52
4811,527,1,11.77
4812,527,1,13.97
4813,527,1,38.71
4814,526,1,58.94
4815,474,2,38.32
4816,508,2,31.72
4817,511,2,24.96
4818,527,1,66.06
4819,125,5,56.21
4820,248,2,47.72
4821,362,10,729.25
4822,527,1,65.97
4823,527,1,17.7
4824,527,1,9.77
4825,42,7,238.17
4826,70,9,183.63
4827,46,5,246.16
4828,21,9,403.69
4829,526,2,42.84
4830,170,4,178.24
4831,414,3,126.32
4832,526,1,75.68
4833,92,2,147.24
4834,526,1,11.77
4835,526,1,100.21
4836,26,8,173.96
4837,481,3,60.89
4838,526,1,62.11
4839,497,1,22.99
4840,453,2,30.32
4841,526,1,9.97
4842,526,1,14.99
4843,526,1,51.75
4844,526,1,13.97
4845,139,4,30.26
4846,187,3,45.64
4847,503,2,82.39
4848,490,2,29.77
4849,94,5,51.42
4850,355,2,31.32
4851,523,1,23.97
4852,507,1,20.78
4853,464,6,285.92
4854,511,2,63.33
4855,120,10,189.17
4856,73,3,47.36
4857,109,3,55.24
4858,378,3,45.89
4859,524,2,84.79
4860,451,2,88.6
4861,334,2,48.43
4862,525,1,235.43
4863,526,1,13.97
4864,46,6,420.37
4865,526,1,65.68
4866,526,1,50.97
4867,526,1,13.97
4868,526,1,14.96
4869,517,2,24.46
4870,471,2,99.02
4871,526,1,25.74
4872,524,3,56.87
4873,262,3,286.57
4874,514,5,124.46
4875,407,2,37.51
4876,96,5,92.22
4877,526,1,6.79
4878,526,2,38.29
4879,29,4,320.96
4880,449,3,134.76
4881,121,5,1319.83
4882,526,1,14.99
4883,526,1,45.28
4884,526,1,43.53
4885,144,7,491.41
4886,526,1,15.99
4887,526,1,15.36
4888,450,2,35.77
4889,8,10,252.4
4890,336,2,45.09
4891,339,3,168.45
4892,526,1,29.92
4893,235,4,364.3
4894,103,14,704.29
4895,526,1,61.39
4896,282,9,263.26
4897,85,6,286.15
4898,137,2,29.96
4899,518,2,40.98
4900,526,1,62.24
4901,526,1,10.77
4902,147,4,37.44
4903,18,10,860.78
4904,27,20,358.83
4905,526,1,29.98
4906,19,26,1506.32
4907,420,5,96.07
4908,472,3,183.6
4909,526,1,23.97
4910,526,1,80.01
4911,526,1,23.73
4912,526,1,11.77
4913,49,2,42.77
4914,526,1,29.97
4915,119,3,118.37
4916,526,1,16.7
4917,481,2,36.35
4918,21,14,347.52
4919,156,4,87.5
4920,425,2,75.62
4921,136,10,213.48
4922,524,2,31.76
4923,465,1,8.77
4924,451,2,45.31
4925,526,1,14.96
4926,117,4,121.65
4927,526,1,4.79
4928,526,1,29.13
4929,526,1,59.94
4930,526,1,76.23
4931,371,2,30.75
4932,216,2,26.85
4933,518,2,65.05
4934,456,3,148.28
4935,48,4,244.19
4936,526,1,103.44
4937,526,1,14.79
4938,526,1,13.97
4939,526,1,5.78
4940,526,1,120.64
4941,526,1,6.79
4942,526,1,13.97
4943,526,1,18.99
4944,334,2,65.74
4945,396,4,490.31
4946,491,2,135.33
4947,526,1,43.89
4948,526,1,19.99
4949,91,3,35.98
4950,120,2,47.72
4951,26,12,246.69
4952,526,1,13.97
4953,148,3,185.39
4954,526,1,21.74
4955,526,1,39.11
4956,526,1,14.79
4957,526,1,12.97
4958,526,1,11.77
4959,526,1,11.77
4960,516,1,83.7
4961,523,2,101.97
4962,39,5,121.24
4963,526,1,59.25
4964,511,2,52.98
4965,502,1,15.96
4966,526,1,14.79
4967,526,1,59.99
4968,526,1,40.78
4969,509,1,24.54
4970,526,1,12.49
4971,34,10,230.73
4972,466,2,87.4
4973,526,1,56.97
4974,2,6,149.73
4975,449,2,33.54
4976,526,1,39.11
4977,409,2,46.73
4978,526,1,11.77
4979,218,3,44.56
4980,522,1,13.97
4981,205,3,116.2
4982,182,4,153.56
4983,16,8,1118.09
4984,526,1,14.37
4985,27,11,497.12
4986,320,7,213.71
4987,526,1,23.96
4988,14,9,667.36
4989,99,2,39.55
4990,233,3,70.92
4991,79,3,52.99
4992,526,1,11.77
4993,10,9,805.56
4994,526,1,12.49
4995,23,41,1895.73
4996,378,4,57.65
4997,433,3,74.86
4998,526,1,12.99
4999,526,1,71.25
5000,30,4,157.26
5001,526,1,13.99
5002,416,3,26.74
5003,24,10,255.39
5004,152,5,140.58
5005,100,4,166.34
5006,305,2,67.81
5007,27,3,124.26
5008,260,2,61.88
5009,526,1,26.99
5010,224,7,137.8
5011,46,4,122.54
5012,526,1,134.55
5013,314,5,67.45
5014,526,1,14.79
5015,526,1,28.74
5016,526,1,43.3
5017,526,1,15.36
5018,526,1,13.77
5019,504,2,29.73
5020,117,4,164.9
5021,515,2,40.11
5022,520,1,38.71
5023,526,1,15.99
5024,388,2,68.54
5025,302,3,86.7
5026,7,6,234.91
5027,526,1,14.99
5028,525,3,50.33
5029,246,5,96.81
5030,288,2,34.98
5031,42,2,106.32
5032,45,2,37.48
5033,520,1,51.89
5034,21,10,426.02
5035,526,1,17.55
5036,294,4,65.11
5037,526,1,14.3
5038,206,3,81.12
5039,521,2,122.09
5040,526,1,56.28
5041,30,5,135.55
5042,526,1,6.79
5043,526,1,13.56
5044,526,1,12.77
5045,526,1,14.79
5046,526,1,53.7
5047,491,1,32.33
5048,526,1,40.73
5049,333,2,54.47
5050,20,21,766.75
5051,525,1,19.76
5052,526,1,67.64
5053,526,1,19.99
5054,526,1,11.77
5055,98,20,797.11
5056,316,4,102.95
5057,14,8,195.06
5058,526,1,39.5
5059,526,1,46.96
5060,12,9,212.71
5061,526,1,35.99
5062,526,1,47.98
5063,114,2,41.34
5064,276,2,51.3
5065,47,7,289.9
5066,526,1,9.98
5067,104,4,99.72
5068,63,12,484.14
5069,401,2,60.96
5070,94,3,64.01
5071,526,1,27.77
5072,72,4,115.56
5073,526,1,7.78
5074,526,1,46.68
5075,457,2,56.04
5076,526,1,12.49
5077,493,2,23.54
5078,456,2,45.28
5079,56,11,282.95
5080,526,1,15.36
5081,526,1,53.47
5082,269,5,224.25
5083,488,1,19.99
5084,526,1,41.9
5085,5,3,73.51
5086,524,2,78.62
5087,448,2,55.88
5088,526,1,41.91
5089,526,1,30.86
5090,526,1,15.76
5091,526,1,14.96
5092,133,3,215.21
5093,526,1,32.13
5094,526,1,11.77
5095,219,2,40.95
5096,101,3,67.69
5097,74,2,85.14
5098,526,1,13.97
5099,78,7,187.9
5100,526,1,30.75
5101,427,2,42.89
5102,439,2,24.26
5103,400,2,27.73
5104,132,5,470.73
5105,526,1,34.31
5106,279,3,86.69
5107,526,1,9.98
5108,121,7,206.11
5109,526,1,39.99
5110,6,2,20.46
5111,494,2,23.76
5112,12,17,620.49
5113,503,2,62.85
5114,70,3,92.88
5115,507,2,65.44
5116,61,7,158.89
5117,0,3,138.46
5118,507,2,32.91
5119,220,10,365.41
5120,123,9,316.93
5121,526,1,13.97
5122,106,6,119.63
5123,274,2,29.35
5124,12,2,36.77
5125,37,7,391.21
5126,350,2,53.72
5127,526,1,30.72
5128,236,2,97.22
5129,526,1,18.99
5130,248,3,40.97
5131,20,14,814.21
5132,525,1,33.37
5133,297,2,156.61
5134,487,2,26.77
5135,120,5,254.73
5136,525,1,18.36
5137,90,3,245.15
5138,327,7,202.22
5139,464,3,82.22
5140,525,1,15.76
5141,525,1,14.7
5142,522,2,230.82
5143,525,1,15.36
5144,525,1,13.97
5145,75,26,541.9
5146,42,4,119.48
5147,77,2,28.95
5148,503,4,299.77
5149,525,1,40.42
5150,471,1,13.77
5151,525,1,14.96
5152,20,10,270.05
5153,525,1,29.77
5154,525,1,56.2
5155,484,7,252.09
5156,465,2,23.96
5157,525,1,12.49
5158,229,8,148.71
5159,144,8,280.37
5160,26,4,91.91
5161,525,2,209.03
5162,501,2,47.37
5163,525,1,11.77
5164,525,1,13.97
5165,525,1,27.77
5166,33,3,81.68
5167,525,1,49.29
5168,48,6,188.44
5169,27,6,123.65
5170,369,2,23.14
5171,525,1,14.96
5172,227,4,108.44
5173,523,1,17.3
5174,466,2,191.28
5175,31,15,249.64
5176,525,1,13.97
5177,201,5,192.83
5178,525,1,25.74
5179,505,3,164.71
5180,24,6,526.8
5181,69,2,22.26
5182,231,2,120.45
5183,35,2,49.23
5184,19,4,65.31
5185,525,1,37.91
5186,525,1,14.99
5187,525,1,12.97
5188,122,2,26.48
5189,525,1,11.77
5190,478,1,24.34
5191,446,3,61.44
5192,293,14,581.89
5193,525,1,13.99
5194,525,1,13.97
5195,75,3,137.46
5196,518,1,0.0
5197,255,7,219.42
5198,525,1,27.76
5199,490,2,44.17
5200,525,1,14.96
5201,174,2,42.74
5202,525,1,33.51
5203,135,3,43.32
5204,525,1,51.71
5205,525,1,38.6
5206,462,6,204.26
5207,518,1,27.13
5208,454,3,173.37
5209,519,1,24.98
5210,469,2,267.55
5211,525,1,18.76
5212,525,1,98.77
5213,32,8,231.63
5214,525,1,11.77
5215,525,1,21.99
5216,372,2,40.33
5217,525,1,14.96
5218,523,1,83.77
5219,439,2,35.8
5220,525,1,24.98
5221,355,13,329.86
5222,525,1,25.94
5223,13,27,2125.87
5224,525,1,23.54
5225,525,1,79.06
5226,74,10,336.93
5227,371,2,26.14
5228,525,1,40.76
5229,506,1,15.99
5230,171,6,194.73
5231,525,1,29.58
5232,3,9,324.96
5233,519,2,42.9
5234,525,1,14.37
5235,523,2,30.15
5236,525,1,41.99
5237,20,5,95.13
5238,525,1,9.98
5239,56,2,97.82
5240,143,4,152.57
5241,372,2,32.01
5242,512,1,12.99
5243,525,1,21.74
5244,129,4,100.56
5245,518,2,88.21
5246,0,5,357.73
5247,525,1,18.76
5248,525,1,9.98
5249,234,3,70.96
5250,525,1,35.69
5251,303,4,166.23
5252,29,4,138.24
5253,525,1,15.76
5254,524,1,39.28
5255,86,2,43.44
5256,525,1,11.77
5257,265,9,138.47
5258,525,1,13.97
5259,249,2,140.41
5260,525,1,14.99
5261,286,3,85.52
5262,525,1,14.37
5263,97,3,65.94
5264,330,4,158.86
5265,99,8,199.39
5266,515,1,33.95
5267,17,9,216.78
5268,395,3,122.69
5269,497,1,31.97
5270,127,5,223.26
5271,525,1,55.67
5272,525,1,13.77
5273,525,1,14.96
5274,14,4,191.62
5275,525,1,14.96
5276,525,1,71.25
5277,525,1,29.99
5278,319,3,281.17
5279,95,9,232.6
5280,525,1,108.13
5281,101,2,33.35
5282,525,1,4.79
5283,525,1,13.97
5284,118,2,26.84
5285,206,5,134.91
5286,502,5,106.33
5287,42,2,29.28
5288,516,2,103.26
5289,525,1,9.98
5290,257,4,65.39
5291,525,1,14.37
5292,40,29,817.17
5293,525,1,14.96
5294,525,1,13.97
5295,203,7,155.31
5296,525,1,82.39
5297,525,1,12.49
5298,525,1,14.37
5299,101,5,167.08
5300,18,4,67.37
5301,525,1,0.0
5302,189,3,31.95
5303,14,27,1148.04
5304,525,1,20.99
5305,525,1,38.49
5306,525,1,44.88
5307,172,4,208.3
5308,525,2,74.93
5309,510,2,46.08
5310,525,1,16.77
5311,204,6,118.94
5312,524,1,65.34
5313,525,1,82.0
5314,525,1,29.94
5315,524,1,13.97
5316,525,1,41.98
5317,525,1,35.4
5318,525,1,13.77
5319,525,1,14.96
5320,229,5,256.12
5321,525,1,11.77
5322,525,1,36.7
5323,442,2,49.96
5324,525,1,28.13
5325,499,2,29.76
5326,483,5,157.37
5327,525,1,12.49
5328,525,1,44.92
5329,525,1,18.54
5330,525,1,60.64
5331,223,2,45.76
5332,59,8,361.35
5333,223,6,111.99
5334,463,2,43.96
5335,442,2,94.81
5336,3,11,446.06
5337,525,1,43.34
5338,385,3,48.76
5339,93,3,172.26
5340,525,1,38.78
5341,525,2,29.76
5342,525,1,21.54
5343,523,1,23.54
5344,525,1,131.22
5345,201,5,390.98
5346,525,1,12.97
5347,525,1,19.7
5348,282,6,255.78
5349,86,5,91.6
5350,486,4,138.48
5351,525,1,12.49
5352,264,4,222.37
5353,525,1,74.97
5354,525,1,9.77
5355,525,1,33.99
5356,525,1,19.99
5357,108,4,92.93
5358,522,2,44.69
5359,154,22,582.99
5360,39,3,87.21
5361,101,8,207.02
5362,525,1,29.33
5363,525,1,37.31
5364,525,1,16.99
5365,525,1,11.77
5366,525,1,35.92
5367,383,5,117.72
5368,124,5,240.72
5369,525,1,14.96
5370,525,1,14.96
5371,525,1,57.47
5372,525,1,11.77
5373,335,6,148.0
5374,341,3,72.14
5375,445,2,65.83
5376,525,1,12.49
5377,15,4,176.3
5378,524,2,45.88
5379,77,13,608.66
5380,525,1,16.99
5381,524,1,75.04
5382,525,1,14.7
5383,525,1,3.99
5384,508,2,47.98
5385,92,7,180.14
5386,2,13,425.96
5387,80,4,94.29
5388,525,1,29.79
5389,525,1,14.96
5390,525,1,39.98
5391,525,1,21.99
5392,212,2,36.28
5393,525,1,20.99
5394,525,1,14.9
5395,259,2,53.7
5396,121,4,73.39
5397,218,3,218.23
5398,105,5,123.64
5399,451,2,23.54
5400,525,1,14.37
5401,4,4,422.36
5402,426,2,30.95
5403,45,18,466.24
5404,78,14,580.19
5405,197,5,341.3
5406,472,1,29.99
5407,524,1,19.16
5408,524,1,11.77
5409,452,3,53.73
5410,524,1,14.37
5411,524,3,44.71
5412,469,1,138.48
5413,451,3,202.31
5414,524,1,15.96
5415,524,1,14.37
5416,84,7,111.59
5417,117,3,139.54
5418,524,1,18.75
5419,470,3,156.9
5420,150,24,1943.58
5421,524,1,38.51
5422,522,1,11.99
5423,524,1,35.4
5424,188,2,56.75
5425,524,1,39.84
5426,30,4,348.51
5427,246,6,367.87
5428,524,1,37.91
5429,524,1,110.06
5430,519,1,19.76
5431,524,1,11.77
5432,524,1,36.99
5433,524,1,13.97
5434,524,1,76.28
5435,2,3,84.95
5436,11,12,1324.59
5437,19,12,1536.75
5438,524,1,14.37
5439,487,2,59.7
5440,0,7,124.71
5441,524,1,39.76
5442,524,1,14.37
5443,524,1,14.37
5444,4,12,348.19
5445,10,2,95.44
5446,518,2,54.47
5447,71,6,103.72
5448,372,2,80.29
5449,524,1,26.73
5450,39,2,35.98
5451,524,1,49.97
5452,524,1,14.37
5453,524,1,13.97
5454,524,1,11.77
5455,524,1,11.77
5456,524,1,60.77
5457,524,1,12.49
5458,524,1,70.62
5459,524,1,15.99
5460,9,5,117.35
5461,469,2,49.62
5462,428,2,25.74
5463,524,1,11.77
5464,413,3,170.49
5465,473,3,85.63
5466,97,8,130.07
5467,524,1,35.76
5468,524,1,40.98
5469,63,3,70.64
5470,524,1,16.96
5471,524,1,16.36
5472,524,1,84.58
5473,524,1,27.98
5474,264,5,169.76
5475,524,1,26.99
5476,524,1,73.82
5477,42,25,782.66
5478,71,7,127.26
5479,524,1,6.49
5480,504,2,40.51
5481,523,1,11.77
5482,372,2,36.76
5483,517,1,14.96
5484,371,2,45.92
5485,524,1,21.54
5486,524,1,20.75
5487,524,1,25.94
5488,19,12,247.9
5489,404,4,299.06
5490,524,1,9.97
5491,413,2,25.76
5492,524,1,14.79
5493,524,1,9.97
5494,518,1,9.77
5495,524,1,24.99
5496,278,3,109.66
5497,71,5,75.2
5498,498,2,355.32
5499,212,5,128.85
5500,232,4,136.62
5501,524,2,98.69
5502,524,1,11.77
5503,367,4,85.65
5504,524,1,13.97
5505,448,3,67.5
5506,20,9,237.01
5507,416,3,55.07
5508,524,1,30.32
5509,20,14,687.66
5510,523,1,61.3
5511,210,5,97.35
5512,524,1,11.78
5513,524,1,11.77
5514,524,1,17.9
5515,60,3,33.78
5516,524,1,46.26
5517,524,1,39.71
5518,523,1,4.79
5519,12,3,58.66
5520,524,1,36.51
5521,524,1,14.37
5522,524,1,81.24
5523,524,1,11.77
5524,39,4,68.32
5525,180,7,231.28
5526,524,1,49.99
5527,15,29,416.7
5528,524,1,4.79
5529,524,1,28.74
5530,524,1,29.33
5531,512,2,35.11
5532,524,1,36.35
5533,524,1,14.77
5534,524,1,7.99
5535,524,1,13.97
5536,524,1,55.66
5537,524,1,13.97
5538,524,1,13.97
5539,506,1,14.79
5540,270,3,23.75
5541,250,5,81.64
5542,508,2,42.1
5543,114,2,46.48
5544,129,2,83.28
5545,524,1,9.98
5546,448,3,38.5
5547,511,2,89.99
5548,452,2,28.93
5549,60,4,365.43
5550,339,8,422.2
5551,44,21,1156.62
5552,524,1,85.59
5553,233,7,438.06
5554,124,3,81.59
5555,181,3,121.53
5556,492,3,136.51
5557,375,2,24.74
5558,524,1,34.98
5559,524,1,9.77
5560,524,2,46.98
5561,524,1,53.3
5562,524,1,11.7
5563,238,2,56.34
5564,507,2,75.74
5565,226,3,92.22
5566,524,1,23.54
5567,524,1,0.0
5568,510,2,43.91
5569,224,3,133.89
5570,287,2,45.02
5571,524,1,41.77
5572,442,4,118.56
5573,158,4,46.11
5574,9,6,130.36
5575,21,16,318.38
5576,524,1,49.97
5577,337,2,52.27
5578,516,2,55.18
5579,524,1,28.13
5580,272,4,108.43
5581,465,2,74.82
5582,523,1,29.99
5583,524,1,29.77
5584,524,1,30.72
5585,308,4,46.7
5586,524,1,8.97
5587,524,1,48.79
5588,220,2,24.48
5589,524,1,11.77
5590,512,2,37.47
5591,524,1,16.76
5592,453,2,86.58
5593,511,1,17.9
5594,24,7,131.7
5595,446,3,47.72
5596,524,1,38.5
5597,524,1,30.36
5598,524,1,36.1
5599,524,1,27.85
5600,27,20,955.58
5601,109,7,110.65
5602,524,1,15.9
5603,515,2,40.6
5604,524,1,11.77
5605,524,1,29.99
5606,44,8,288.7
5607,505,2,25.53
5608,29,9,624.13
5609,524,1,15.36
5610,12,23,1581.45
5611,524,1,42.09
5612,524,1,14.37
